EIN_value,Name,State,City,NTEE_Code,FormAndInfoAndMaterialsTxt,RecipientPersonNm,SubmissionDeadlinesTxt,RestrictionsOnAwardsTxt,OnlyContriToPreselectedInd,CurrentYearGrantAmount
464534280,Olgoonik Foundation,AK,Anchorage,B82,APPLICATIONS MUST BE SUBMITTED TO THE OLGOONIK FOUNDATION ACCORDING TO THE APPLICATION GUIDELINES. THE APPLICATION FORM IS AVAILABLE UPON REQUEST.,OLGOONIK FOUNDATION,BEGINNING OF EVERY ACADEMIC SCHOOL YEAR,"APPLICANTS MUST BE AN OLGOONIK CORPORATION SHAREHOLDER OR DESCENDANT OF SHAREHOLDER. HE OR SHE MUST BE ENROLLING OR CURRENTLY ENROLLED IN AN ACCREDITED COLLEGE, UNIVERSITY, TRADE, OR VOCATIONAL SCHOOL AND MUST BE WORKING TOWARD A DEGREE OR CERTIFICATION THAT CAN BE USEFUL IN THE OLGOONIK FAMILY OF COMPANIES. APPLICANT CANNOT BE ATTENDING TWO SEPARATE SCHOOLS FOR TWO SEPARATE PROGRAMS AT THE SAME TIME.",no,
236223620,Esther Gowen Hood Trust U/W Music Fund Nect,PA,Pittsburgh,,"APPLICATION REQUESTING STUDENT GRADES, FINANCIAL NEED",CLIENT SERVICES GROUP CO BNY MELLO,APRIL 15,RESTRICTED TO MUSIC SCHOOL STUDENTS,no,
813758198,Gerald E Thompson Memorial Scholarship Fund Inc,NC,Southport,W12,Gerald E Thompson Memorial Scholarship for which requests the school applicant plans to attend area of study they plan to pursue list of extra-curricular activities awards and honors received in High School essay explaining why candidate would be best selection for the scholarship.,Hayden Brooks,4 1,Scholarship is limited to graduates of the Waupun Sr High School located in Waupun WI.,no,
576084747,Dorothy Hooper Beattie Foundation,TX,Dallas,,NONE,ROBERT SELF,NONE,NONE,no,
46026213,Albree G Norman Trust Uw 12 06 48,TX,Dallas,,"APPLICATION SHOULD INCLUDE A COMPLETE PROJECT DESCRIPTION, BUDGET BUDGET BACKGROUND AND INFORMATION ON MAIN PARTICIPANTS",BANK OF AMERICA CO MICHAEL S WREN,SEPTEMBER 30TH,"PAYMENTS TO ACCREDITED CHARITABLE ORGS, ASSOC, SCHOOLS, COLLEGES, UNIV OR THROUGH THEM TO SUCH WORTHY INDIVIDUALS AS THE TRUSTEE MAY IN ITS SOLE DISCRETION SELECT FOR SCIENTIFC, RESEARCH, INVENTIONS AND EXP.",no,
262961625,James And Oneita Titus Educational Foundation,TX,Trophy Club,T22,THE APPLICATION IS AVAILABLE ONLINE TO PRINT OR TO FILE ELECTRONICALLY. DOCUMENTATION INCLUDING GRADES AND PROOF OF ENROLLMENT ALONG WITH STUDENT ID AND COLLEGE MAILING ADDRESS FOR FUNDS TO BE SENT TO SHOULD BE INCLUDED.,BOARD OF DIRECTORS,SUBMISSION DEADLINE IS APRIL 15TH FOR THE FOLLOWING SCHOOL YEAR.,"THE SCHOLARSHIPS ARE RESTRICTED FOR STUDENTS WHO ATTENDED SCHOOLS WITHIN THE FOLLOWING SCHOOL DISTRICTS IN TEXAS; MOTLEY COUNTY, MEMPHIS, TURKEY-QUITAQUE, PATTON SPRINGS, PADUCAH, AND FLOYDADA.",no,
231162215,Harry C Trexler Estate,PA,Allentown,,"LETTER REQUEST, COPIES OF FORMATION DOCUMENT, GOVERNING INSTRUMENT, IRS DETERMINATION LETTER, FINANCIALS, BUDGET,CLIENT STATISTICS.",JANET E ROTH,DECEMBER 1,"AWARDS ARE RESTRICTED TO ONLY ORGANIZATIONS DOMICILED IN LEHIGH COUNTY, PA, AND THAT SERVE LEHIGH COUNTY CLIENTS EXCLUSIVELY OR SUBSTANTIALLY SO.",no,
261192966,W E Martin Foundation,MI,Mt Pleasant,T20,NO FORM REQUIRED. A BRIEF DESCRIPTION OF THE PROPOSED USE OF GRANT FUNDS A COPY OF THE ORGANIZATION'S DETERMINATION LETTER SHOULD BE SUBMITTED WITH GRANT APPLICATION.,WILLIAM MARTIN,NONE,MUST BE A 501(C)(3) ORGANIZATION.,no,
351879000,Kroger Daniel Webster School Scholarship Fund,IN,Greenfield,,CONTACT NCAA FOR APPLICATION,NCAA,NONE,DANIEL WEBSTER PUBLIC SCHOOL NO 46 STUDENTS,no,
516582774,Charles And Sue Fouche Charitable Trust,FL,Trinity,T22,"WRITTEN APPLICATION TO INCLUDE A DESCRIPTION OF ORGANIZATION'S MISSION, LOCATION, AND A DESCRIPTION OF THE PROPOSED USE FOR GRANT FUNDS. THE ORGANIZATION SHOULD BE DEDICATED TO THE FINDING OF SUITABLE HOMES FOR STRAY ANIMALS, BUT RECOGNIZING THE INORDINATE NUMBERS OF STRAY ANIMALS BEING ATTENDED TO, THE ORGANIZATION SHOULD PROVIDE FOR THE ""HUMANE DISPOSITION"" FOR THOSE ANIMALS FOR WHOM HOMES CANNOT BE FOUND.",D JAMES SNYDER ESQUIRE,THERE ARE NO STATED DEADLINES,"FOR CHARITABLE ORGANIZATIONS IN AND AROUND BLOUNT COUNTY, TENNESSEE.",no,
860465698,Joseph And Mary Cacioppo Foundation,AZ,Tucson,,CONTACT PRESIDENT IN WRITING.,THE JOSEPH AND MARY CACIOPPO FND,CONTACT PRESIDENT IN WRITING.,ALL GRANT DISTRIBUTIONS ARE MADE TO ORGANIZATIONS WHICH QUALIFY TO RECEIVE AMOUNTS CLASSIFIED AS CHARITABLE DEDUCTIONS UNDER IRS CODE SECTION 170(C).,no,
226830026,Behr Charitable Foundation,MA,Dover,T12,"NO PARTICULAR FORM IS REQUIRED, BUT INFORMATION SHOULD SHOW CHARITABLE PURPOSE.",FREDERICK P KING III,NONE,NONE,no,
226109723,William & Rachel Knobler Foundation,NY,New York,,"IN LETTER FORM, WITH DETAILS DISCUSSING THE SPECIFIC USE OF CONTRIBUTIONS AND/OR GRANTS. BECAUSE THE FOUNDATION GENERALLY ONLY SUPPORTS SECTION 501(C)(3) PUBLIC CHARITIES, IT ALSO REQUIRES THAT YOU SUBMIT VERIFICATION FROM THE IRS THAT YOUR ORGANIZATION IS EXEMPT FROM FEDERAL INCOME TAX AS A SECTION 501(C)(3) ORGANIZATION.",WILLIAM ANDOR RACHEL KNOBLER,APPLICATIONS ARE ACCEPTED AT ANY TIME. NOTICE OF APPROVAL/REJECTION IS USUALLY SENT WITHIN 3 MONTHS.,THE FOUNDATION PRIMARILY MAKES GRANTS TO SECTION 501(C)(3) PUBLIC CHARITIES. THE KNOBLER FOUNDATION DOES NOT MAKE GRANTS TO SUPPORT LOBBYING ACTIVITIES OR CANDIDATES FOR PUBLIC OFFICE.,no,
237165412,Monterey Peninsula Board Of Realtors Scholarship Fund,CA,Monterey,,Submitted by letter. No formal application required.,,,No restrictions.,no,
477057049,Janusz A Subczynski Md Permanent Endowment Fund For Twoarzystwo Opi,TX,Dallas,T20,,ANDREW DAVIS,,RELIEF TO CHILDREN WITHIN COUNTRY OF POLAND,no,
467407472,Siadat Family Foundation,FL,Boca Raton,T99,NO REQUIRED APPLICATION FORMAT.,SIADAT FAMILY FOUNDATION TRUSTEES,3RD QUARTER,"FOCUS ON EDUCATION, HEALTH & WELLNESS, FITNESS, HEALTHCARE, AND LEADERSHIP.",no,
26006961,Blake Folsom Charitable Tr,NH,Wolfeboro,,IN WRITING,JON HANSON,,,no,
521435090,The Huether Foundation Inc,MD,Phoenix,,"WRITTEN REQUEST INCLUDING DESCRIPTION OF PROJECT FOR WHICH FUNDS ARE REQUESTED, WHAT IS HOPED TO BE ACHIEVED BY THE PROJECT, AMOUNT OF FUNDING REQUESTED, EVIDENCE OF TAX-EXEMPT STATUS, NAMES OF OFFICERS AND DIRECTORS OF TAX-EXEMPT ORGANIZATION, LATEST FINANCIAL STATEMENT, ALL EXHIBITS AND MATERIALS IN SUPPORT OF PROJECT, AND DETAILS OF SUPPORT OF PROJECT BY MEMBERS OF APPLICANT INSTITUTION AND OF THE COMMUNITY AT LARGE.",GEORGE R MCCLELLAND,NONE,,no,
20512290,Endowment For Health Inc,NH,Concord,T22,Call 603-228-2448 for grant application or see the Endowment's webiste: www.endowmentforhealth.org.,Endowment for Health Inc,Various dates depending on type of grant: see application for details.,Projects must benefit the citizens of New Hampshire and be health related. Recipients must be 501(c)(3) organizations or municipalities. See application guidelines for additional restrictions.,no,
821561544,Marykaye Cashman And Family Foundation,NV,Henderson,T20,WRITTEN APPLICATION SETTING FORTH APPLICANT'S PUBLIC CHARITY STATUS,MARYKAYE CASHMAN,NONE,FOR BENEFITS OF RESIDENTS AND PERSONS LIVING IN THE STATE OF NEVADA.,no,
236262315,Charles & Figa Kline Foundation,PA,Allentown,,NO SPECIAL FORM REQUIRED,CHARLES AND FIGA KLINE FOUNDATION,SEPTEMBER 30,NONE,no,
474064085,Joan And Chester Luby Charitable Trust,DE,Wilmington,T20,https://online.foundationsource.com/ws/index.jsp?site=luby,GRANT APPLICATIONS-CHESTER LUBY,https://online.foundationsource.com/ws/index.jsp?site=luby,https://online.foundationsource.com/ws/index.jsp?site=luby,no,
341213061,Italian American Cultural Foundation,OH,Beachwood,,"""APPLICATION FOR THE ITALIAN AMERICAN HERITAGE PROGRAM""",BOARD OF TRUSTEES CO THE ITALIAN AM,ESSAYS MUST BE SUBMITTED BY MARCH 15 OF EACH YEAR,STUDENTS OF PARTICIPATING HIGH SCHOOLS ARE TO BE OF ITALIAN DESCENT,no,
237417721,Home Of The Ministering Angel,CA,Santa Ana,F33,,DORIS SMALL,,,no,
276409783,Kenneth O Nelson And Janet C Nelson Scholarship Fund Tr Uad 5 23 06,NJ,Bordentown,B82,Clark University Planned Giving Scholarship Application,Mary Richardson,On or by May 1,Scholarship recipient will be enrolled in Clark University,no,
541391171,East West Foundation,VA,Midlothian,,,,,,no,
161206309,Godfrey J Jacobsen Memorial Scholarship Fund,NY,Fairport,,PREVIOUSLY FILED.,Guid Dept Rush-Henrietta CS Dist,AS ANNOUNCED,PREVIOUSLY FILED.,no,
586034766,Walton County Foundation Inc,GA,Monroe,,WRITTEN,BARBARA JEAN GALLMAN,,WALTON COUNTY GEORGIA ORGANIZATIONS,no,
462813907,Ann Venezie Memorial Scholarship Fund,NC,Cary,B82,Appl form and req suppl material See address in part XIV line 2a,CHRISTIAN MOTHERSLADIES GUILD,Deadline set annually by Christian MothersLadies Guild,Senior at Lincoln or Riverside HS Member Divine Grace Parish,no,
381485403,Re Olds Foundation,MI,East Lansing,,LETTER FORM WITH SUPPORTING INFORMATION ON THE PROJECT,DIANA TARPOFF,NONE,NO ASSISTANCE TO INDIVIDUALS. ASSISTANCE RESTRICTED TO INSTITUTIONS ORGANIZED IN THE UNITED STATES OF AMERICA.,no,
510175613,Lord Educational Fund,WI,Milwaukee,,PLEASE CONTACT THE ABOVE,DEBORAH JOSTES,PLEASE CONTACT THE ABOVE,PLEASE CONTACT THE ABOVE,no,
237304386,North Dakota Masonic Foundation,ND,Fargo,,"TYPED: BACKGROUND, COLLEGE, CHOICE, FAMILY, ETC.",ND MASONIC FOUNDATION,JUNE - EACH YEAR,NONE,no,
751952244,Christian Commerce Corporation,TX,Kerrville,,ALL INFORMATION ON WHICH AN APPLICATION IS BASED.,BRENDA J DEVONE,NONE,IN LINE WITH ORGANIZATION SETUP AND PURPOSE.,no,
751952244,Christian Commerce Corporation,TX,Kerrville,,ALL INFORMATION ON WHICH AN APPLICATION IS BASED.,BRENDA J DEVONE,NONE,IN LINE WITH ORGANIZATION SETUP AND PURPOSE.,no,
751952244,Christian Commerce Corporation,TX,Kerrville,,ALL INFORMATION ON WHICH AN APPLICATION IS BASED.,BRENDA J DEVONE,NONE,IN LINE WITH ORGANIZATION SETUP AND PURPOSE.,no,
751952244,Christian Commerce Corporation,TX,Kerrville,,ALL INFORMATION ON WHICH AN APPLICATION IS BASED.,BRENDA J DEVONE,NONE,IN LINE WITH ORGANIZATION SETUP AND PURPOSE.,no,
316024135,Fifth Third Union Trust Co Foundation,OH,Cincinnati,,GUIDELINES AVAILABLE ON THE FOUNDATION OFFICE AT FIFTH THIRD BANK PAGE OF THE FIFTH THIRD BANK WEBSITE - 53.COM,THE FOUNDATION OFFICE AT FIFTH THIR,AVAILABLE UPON REQUEST,"PRIMARILY IN THE AREAS SERVED BY FIFTH THIRD BANK OF CINCINNATI, OHIO AND ITS REGIONS",no,
570985138,Nemours Plantation Wildlife Foundation,SC,Yemassee,D30,"LETTER STATING NATURE OF SCIENTIFIC RESEARCH, EDUCATIONAL PROJECT, AND/OR ENVIRONMENTAL STUDY.",ANDREW S BRIDGES PHD,NO DEADLINES.,"NEMOURS WILDLIFE FOUNDATION WAS CREATED TO PROVIDE AN ENVIRONMENT SUITABLE FOR RESEARCH, EDUCATIONAL PROJECTS, AND ENVIRONMENTAL STUDIES.",no,
386050486,Kent Charitable Trust,OH,Cincinnati,,"WRITTEN REQUEST, INCLUDING STATEMENT OF CHARITABLE PURPOSE",FIFTH THIRD BANK NA,NONE,"GREATER GRAND RAPIDS, MICHIGAN AREA",no,
316050202,E F Wildermuth Foundation,MO,Ballwin,,NO SPECIFIC FORM. REQUIRE PROOF OF TAX EXEMPT STATUS.,MATTHEW PATTERSON TREASURER,JULY 1ST EACH YEAR,NONE,no,
943307362,M A C C Foundation,CA,Santa Ana,,1 Application form on maccfoundation.org website tab How to Apply and 2 A copy of IRS letter of determination,Michael Tomamichel,none,Faith-based Christian,no,
310912146,Jack J Smith Jr Charitable Trust,PA,Pittsburgh,,APPLICATIONS MUST BE SUBMITTED IN ACCORDANCE WITH THE INSTRUCTIONS,PNC BANK CHARITABLE TRUST REVIEW CO,SEE WEBSITE:WWW.PNC.COM/EN/ABOUT-PNC/CORPORATE-RESPONSIBILITY/PHIL,SEE WEBSITE:WWW.PNC.COM/EN/ABOUT-PNC/CORPORATE-RESPONSIBILITY/PHI,no,
481280384,Memaloose Hills Foundation,OR,Portland,Q30,LETTER,RICHARD BENNER,,,no,
311262207,James E Evans Foundation,OH,Cincinnati,,LETTER EXPLAINING PURPOSE AND NEED FOR GRANT AND COPY OF IRS EXEMPTION LETTER.,JAMES E EVANS,,,no,
42104767,Peabody Foundation Inc,MA,Plymouth,,GRANT APPLICATION FORMAT AVAILABLE UPON REQUEST.,MS JUDITH E RHOADES EXECUTIVE DIREC,FEBRUARY 1ST OF EACH YEAR.,"PER ARTICLES OF INCORPORATION, RESTRICT GRANTS TO MASSACHUSETTS ONLY.",no,
262848806,Zvejnieks Foundation Of South Carolina,SC,Elgin,T11,ANY FORM OF APPLICATION WILL BE ACCEPTED,MR PETER ZVEJNIEKS,NONE,"LIMITED TO SCHOLARSHIPS, GRANTS, PRIZES, AWARDS, FELLOWSHIP OR OTHER FINANCIAL SUPPORT TO STUDENTS FROM ANY OF THE BALTIC STATES AND US STUDENTS WITH SPECIAL INTERESTS AND COMPETENCY IN LATVIAN LANGUAGE. OTHER QUALIFIED CHARITABLE ORGANIZATIONS WILL BE CONSIDERED ALSO.",no,
570989702,Green Leaf Foundation Inc,SC,Spartanburg,X20,WRITTEN REQUEST WITH ASSURANCE THAT APPLICANT HAS 501(C)(3) STATUS.,ROBERT E CALDWELL SR,NONE.,NONE.,no,
814239532,Natan Rappaport Family Foundation,FL,Tampa,T20,NO SPECIFIC FORMAT,RICHARD RAPPAPORT,NO REQUIRED DEADLINES,NO RESTRICTIONS OTHER THAN CHARITABLE,no,
746199874,Ed Stedman Foundation,TX,Beaumont,,NONE,ED STEDMAN III,NONE,NONE,no,
270975841,Finished Work Corp,OK,Norman,X20,ON FILE AT ORGANIZATION'S OFFICE,CARRIE FOSTER,NONE,NONE,no,
833173599,Mac Bailey Family Foundation,VA,Keysville,T22,FOUNDATION MAY REQUEST DOCUMENTATION AT THEIR DISCRETION,MALCOLM L BAILEY,NONE,NONE,no,
820702118,Llc Ministries Inc,OK,Skiatook,X12,WRITTEN,JOHN BLAKNEY,NONE,NONE,no,
812112699,Richardson Animal Care Foundation,TX,Richardson,D20,REQUEST FOR HELP WITH ANIMAL CARE AND INFORMATION REGARDING FINANCIAL SITUATION.,DR PHILIP LORENZ,NONE,NONE,no,
593482670,Speros P Theofilos Foundation Inc,FL,Tarpon Spgs,T20Z,MOST METHODS AND FORMS OF APPLICATION ARE ACCEPTABLE,KATHY THEOFILOS,,THE ONLY RESTRICTION IS TO GIVE TO PUBLIC CHARITIES THAT ARE TAX EXEMPT AND NOT GIVE TO PRIVATE FOUNDATIONS,no,
306306752,Deborah Munroe Noonan Memorial Fund,TX,Dallas,T22,ONLINE APPLICATION AT www.bankofamerica.com/grantmaking.,APPLY ONLINE,ONLINE APPLICATION,ONLINE APPLICATION,no,
941628934,The Yasme Foundation,WA,Indianola,P99,A letter explaining the purpose for which the grant is requested and its relationship to the Foundation's amateur radio related scientific or educational purpose,Charles K Epps,,Awards are limited to amateur radio related projects.,no,
236236909,Leon Lowengard Scholarship Foundation,PA,Pittsburgh,,ONLINE (WWW.TFEC.ORG) PAPER APPLICATION - FINANCIAL INFORMATION AND HIGH SCHOOL RECORDS,ALLISON BRUBAKER,JUNE 15,GRADUATE FROM A GREATER HARRISBURG AREA HIGH SCHOOL AND BE OF JEWISH FAITH,no,
66287322,Alfred Erk Charitable Education Charitable Trust,IL,Chicago,,"WRITTEN APPLICATION INCLUDES FINANCIAL AID FORM PRIOR YEAR TAX RETURN, AND ACADEMIC AND EXTRA CURRICULAR ACCOMPLISHMENTS",JPMORGAN CHASE BANK NA,JANUARY 1 - APRIL 30,"MUST BE A CURRENT RESIDENT OF MIDDLEBURY, CT",no,
841475578,Eastwood Printing Foundation,CO,Denver,T20,"WRITTEN, INCLUDING PURPOSE OF THE REQUEST AND FORM OF ORGANIZATION. THE APPLICATION SHOULD DESCRIBE THE CHARITABLE PURPOSE OF THE REQUEST.",SONIA DANIELSEN,"TRUSTEES MAY MAKE PAYMENTS TO OR FOR THE USE OF ""CHARITABLE ORGANIZATIONS""",,no,
346508762,Frank F Bentley Trust,OH,Brooklyn,,Obtain the application from Turner and May,JOHN ROSSI,Applications must be submitted by June 30th,"Any young person of Trumbell County, Ohio shall be eligible to receive a scholarship, however preference shall be given to orphans; next, to persons from foster homes; then from broken homes.",no,
596145533,Ethel H & George W Tweed Scholarship Endowment Trust,TX,Dallas,,NO FORMAL APPLICATION INCLUDE FINANCIAL NEED AND ACADEMIC ACHIEVEMENTS,BANK OF AMERICA RI 1-536-05-03,BY JUNE 1,GRADUATES OF ANY ST. PETERSBURG FLORIDA HIGH SCHOOL,no,
206706016,Braithwaite Fam Foundation,GA,Atlanta,T20,LETTER,JAMES C BRAITHWAITE,NONE,NONE,no,
201484900,Windsor Foundation Inc,DE,Dover,T20,"THE FOUNDATION HAS AN APPLICATION WHICH MUST BE COMPLETED BY ITS APPLICANTS. ALSO, THE APPLICANTS MUST MEET WITH THE DIRECTORS.",BILLIE J COLLIER,"CURRENTLY, THERE ARE NO SUBMISSION DEADLINES.","LIMITED TO RELIGIOUS, CHARITABLE & EDUCATIONAL ORGANIZATIONS EXEMPT UNDER INTERNAL REVENUE CODE SECTION 501(C)(3) THAT ARE OPERATING IN A MANNER CONSISTENT WITH THE EVANGELICAL CHRISTIAN FAITH.",no,
61191170,Crew Family Foundation Inc,CT,Plainville,,NONE,THE CREW FAMILY FOUNDATION INC,NONE,NONE,no,
741262852,Warren Foundation,TX,Corp Christi,,NO FORMAL APPLICATION FORM EXISTS.,JULIAN LOPEZ,NONE,75% OF THE FUNDS AWARDED ARE REQUIRED TO BE PAID TO OR FOR THE BENEFIT OF TEXAS A&M UNIVERSITY - CORPUS CHRISTI AND THE REMAINING PORTION TO OTHER CHARITABLE ORGANIZATIONS.,no,
46774230,Dorothy & Mauray J Tye Family Foundation,MA,Boston,T20J,,DONALD TYE ESQUIRE,,,no,
371225688,Vermilion Healthcare Foundation Inc,IL,Danville,,GRANT GUIDELINES ARE AVAILABLE UPON REQUEST,CYNTHIA PECK,"MARCH 15, JUNE 15, SEPTEMBER 15, AND DECEMBER 15",501 (C) (3) AND 170 (C) (1) ORGANIZATIONS ONLY,no,
46008387,Henry Herbert Smythe Trust 1 2502 1,TX,Dallas,,INCLUDE ALL PERTINENT INFORMATION,BANK OF AMERICA,NONE,"20% FOR HIGHER-ED SCHOLARSHIPS FOR RESIDENTS OF ADAMS, MA 40% FOR HIGHER-ED SCHOLARSHIPS FOR RESIDENTS OF FALMOUTH, MA 20% FOR FALMOUTH HISTORICAL SOCIETY",no,
546872640,Doree Taylor Charitable Fdn,TX,Dallas,T20,www.bankofamerica.com/philanthropy/grantmaking.go,BANK OF AMERICA ATTN DIAN QUINN,see website,see website,no,
586367644,Gladney Foundation Tr Ua 052098,SC,Georgetown,T20Z,No specific form required.,Michael Heazel,,,no,
473898912,Future Leaders In Action Inc,NY,New York,O50,"POTENTIAL PARTNER ORGANIZATIONS ARE REQUIRED TO COMPLETE A PARTNER ORGANIZATION APPLICATION (AS PROVIDED BY FUTURE LEADERS IN ACTION, INC.) AND INCLUDE A PROPOSED BUDGET.",MILAGROS SERAUS-ROACHE,"TO BE DETERMINED BY FUTURE LEADERS IN ACTION, INC.","TO BE DETERMINED BY FUTURE LEADERS IN ACTION, INC.",no,
205792415,Gilbert Family Foundation Inc,FL,Islamorada,T20,TYPE OF MEDICAL COSTS/EDUCATION COSTS GRANT TO BE USED FOR; DOLLAR AMOUNT NEEDED; WHY ASSISTANCE IS NEEDED,ELAINE GILBERT,,UP TO DISCRETION OF BOARD,no,
436046710,Ochino Foundation,KS,Overland Park,,Written request detailing academic interest and GPA,Mike Heck,n a,University of Kansas,no,
546260176,Newhouse Scholarship Fund,VA,Culpeper,,APPLICATION FORMS CAN BE PICKED UP BY STUDENTS IN MID-MARCH OF EACH YEAR. INFORMATION STUDENTS NEED TO INCLUDE IS FAMILY FINANCIAL INFORMATION AND PAST GRADES. STUDENTS WILL ALSO BE INTERVIEWED.,JODI STONE - EASTERN VIEW HIGH SCHO,SPRING ANNUALLY,GRANTS ARE LIMITED TO STUDENTS ATTENDING EDUCATIONAL INSTITUTIONS AS DEFINED IN IRC 170(B)(1)(A)(II).,no,
463803717,Maydaze Foundation,LA,Winnsboro,T30,,JERRY MARTIN,,,no,
990042494,Teresa F Hughes Trust Uw,HI,Honolulu,,"APPLICANTS SUBMIT PROPOSAL NARRATIVE TO PROVIDE INFORMATION ON POPULATION TO BE SERVED, PROGRAMS CURRENTLY OFFERED TO COMPLEMENT THE PERSON IN NEED (PIN) PROGRAM, OUTREACH, EVALUATION, AND ADMINISTRATION FEES. THEY SUBMIT PIN BUDGET, OPERATING BUDGET FOR CURRENT FISCAL YEAR, CURRENT BALANCE SHEET, INCOME STATEMENT, BOARD MEMBERS, IRS 501C3 LETTER, AND FINAL/INTERMIN REPORT FOR PREVIOUS YEAR.",CLAIRE TARUMOTO,APRIL 30 11:59 PM.,"THE TWO GROUPS OF INDIVIDUALS ELIGIBLE FOR ASSISTANCE ARE ADULTS AND CHILDREN, ELIGIBLE ADULT MEANS A PERSON WHO IS AT LEAST 70 YEARS OF AGE, IS PHYSICALLY OR MENTALLY ILL, IS IN FINANCIAL NEED, AND RESIDES IN HAWAI'I. ELIGIBLE CHILD MEANS A PERSON WHO IS UNDER THE AGE OF 18, HAS BEEN ABUSED, NEGLECTED OR ABANDONED, OR RESIDES IN A HOUSEHOLD WHERE ABUSE HAS OCCURED, IS IN FINANCIAL NEED, AND RESIDES IN HAWAII.",no,
716180916,Trey Homra Memorial Scholarship Tr,AR,Stuttgart,T22,POST SECONDARY EDUCATIONAL INSTITUTION AND DEMONSTRATED NEED FOR FUNDS,TREY HOMRA MEM SCHOLARSHIP TRUST,NONE,NONE,no,
461077754,Strachan Foundation,FL,Miami,P30,SEE ATTACHED,ALAN MIGUEL TELLO,SEE ATTACHED,SEE ATTACHED,no,
61714667,Spencer Family Charitable Foundation,CA,Fresno,T22,,,,,no,
392076346,Joseph And Vera Zilber Charitable Foundation Inc,WI,Milwaukee,T20,GRANTSEEKERS ARE ENCOURAGED TO CONTACT THE FOUNDATION AT INFO@ZILBERFAMILYFOUNDATION.ORG WITH A ONE-PAGE LETTER OF INQUIRY BEFORE PREPARING A PROPOSAL.,JOSEPH VERA ZILBER CHARITABLE,,"GIVEN LIMITED RESOURCES OF TIME AND MONEY, THE FOUNDATION TYPICALLY INVITES PROPOSALS THAT RESPOND TO ITS PRIORITIES, RATHER THAN FUND UNSOLICITED PROPOSALS. THE FOUNDATION DOES NOT CONSIDER REQUESTS FOR - INDIVIDUAL ASSISTANCE - FOR-PROFIT ORGANIZATIONS - POLITICAL PARTIES OR CANDIDATES - ENDOWMENTS - ANNUAL FUND APPEALS - FUNDRAISING EVENTS - CONFERENCES OR WORKSHOPS - INDIVIDUAL SCHOLARSHIPS, FELLOWSHIPS, LOANS OR PROJECTS - PUBLICATIONS GRANT RECIPIENTS ARE REQUIRED TO REPORT ON PROGRESS TOWARD EXPECTED RESULTS EVERY SIX MONTHS, WITH DISBURSEMENTS DEPENDENT ON STAFF APPROVAL OF NARRATIVE AND FINANCIAL REPORTS.",no,
10265587,Higher Education Assistance Foundation,ME,Westbrook,T20Z,The Recipients of the scholarships are determined by the individual college involved. Application guidelines are determined by the individual colleges criteria.,Marc Owen,March 31st,Recipients must be Maine high school graduates who are enrolled in a business-related program at a Maine college or university.,no,
846270492,Lynn & Helen Clark Fund,MT,Billings,T20Z,THE APPLICATION FORM IS AVAILABLE AT WWW.FIRSTINTERSTATEBANK.COM,DAVID STOLHAND FIRST INTERSTATE BAN,APRIL 30,QUALIFIED 501(C)(3). THE REQUEST MUST BENEFIT THE ST. VRAIN VALLEY SCHOOL DISTRICT AREA.,no,
