EIN_value,Name,Gross_Revenue,Net_Revenue,Tax_Period_Year,PDF_URL,City,State,NTEE_Code,Form_Type
41103070,American Federation Of Labor & Congress Of Industrial Orgs,536040,66629,2021,,Boston,MA,,0
41103090,Greater Boston Chamber Of Commerce,7257999,976586,2021,,Boston,MA,,0
41103180,City Of Boston Credit Union,22922558,1826456,2021,,South Boston,MA,,0
41103405,Amalgamated Transit Union,4851590,23337,2021,,Boston,MA,,0
41104060,Mass Bay Credit Union,12109797,2346316,2021,,South Boston,MA,,0
41104720,Northeast Agribusiness & Feed Alliance Inc,216714,40715,2021,,Latham,NY,,0
41105450,Boston Library Society,27023,-22935,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F041105450_202109_990_2022082920305032.pdf,Boston,MA,,0
41105457,National Association Of Insuracne And Financial Agents Of Massachuse,101191,17062,2021,,Warwick,RI,,0
41105640,Boston Madison Square Garden Club,278181,-125024,2021,,Boston,MA,,0
41106210,American Federation Of Musicians Of The Us & Canada,622090,-36694,2021,,Boston,MA,,0
41106557,Graphic Communications International Union,615605,-104000,2021,,Quincy,MA,,0
41106780,United Association Of Journeymen & Apprentices Of The Plumbing & Pipe,6556085,498755,2021,,Boston,MA,,0
41107040,Greater Boston Real Estate Board,6801550,757186,2021,,Boston,MA,,0
41108550,Boston Yacht Club,3242838,279916,2021,,Marblehead,MA,,0
41112850,Boylston Schul Verein,726526,-31274,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F041112850_202105_990_2022040719832508.pdf,Walpole,MA,B80,0
41115000,Brae Burn Country Club,14423045,996610,2021,,West Newton,MA,,0
41118750,Bridgewater Citizen Club Inc,176773,-4310,2021,,Bridgewater,MA,,0
41118750,Bridgewater Citizen Club Inc,176773,-4310,2021,,Bridgewater,MA,,0
41118750,Bridgewater Citizen Club Inc,176773,-4310,2021,,Bridgewater,MA,,0
41118750,Bridgewater Citizen Club Inc,176773,-4310,2021,,Bridgewater,MA,,0
41123000,Metro South Chamber Of Commerse Inc,637275,137284,2021,,Brockton,MA,S41Z,0
41123025,Brockton Country Club Inc,627209,49175,2021,,Brockton,MA,,0
41126132,Brotherhood Credit Union,3001494,110568,2021,,Lynn,MA,,0
41133150,American Federation Of Labor And Congress Of Industrial Orgs,963985,194777,2021,,Boston,MA,,0
41133160,Building Trades Employers Association Of Boston & Eastern Ma,1872935,315348,2021,,Braintree,MA,,0
41144490,Cambridge Boat Club,711494,-72376,2022,,Cambridge,MA,,0
41144780,Cambridge Chamber Of Commerce,825721,185527,2021,,Cambridge,MA,,0
41144988,Naveo Credit Union,5441719,447402,2021,,Somerville,MA,,0
41145220,Cambridge Skating Club,343983,12234,2021,,Cambridge,MA,N68Z,0
41160730,The Proprietors Of Cedar Grove Cemetery,2102128,94744,2021,,Dorchestr Ctr,MA,,0
41163260,Allcom Credit Union,2507400,107715,2021,,Worcester,MA,W61Z,0
41166517,Stratford Foundation Inc,2097570,-238850,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F041166517_202106_990_2022082220290990.pdf,Needham Hgts,MA,,0
41168775,Charitable Association B F D,170375,121732,2021,,Dorchester,MA,,0
41169250,Charles River Country Club Inc,11370458,926293,2021,,Newton Centre,MA,,0
41171225,Chatham And Tennis Club Inc,1032909,198447,2021,,Brewster,MA,,0
41171377,International Brotherhood Of Teamsters,1054164,3441,2021,,Springfield,MA,,0
41172100,International Brotherhood Of Teamsters,11295759,984034,2021,,Boston,MA,,0
41174680,Childrens Medical Center,224711683,35751159,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F041174680_202109_990_2022082920302993.pdf,Boston,MA,E240,0
41174990,Chilton Club,2578646,697037,2021,,Boston,MA,N50Z,0
41175471,Chinese Merchants Association,556239,518555,2021,,Boston,MA,S41Z,0
41180450,American Civil Liberties Union,3470613,1632500,2022,,Boston,MA,,0
41185795,Clinton Turn Verein Corp,114326,-4851,2021,,Clinton,MA,,0
41186860,Social Club Of Pawtucketville Lowell Massachusetts,49654,-6620,2021,,Lowell,MA,,0
41189280,Cohasse Country Club,1138254,-31439,2021,,Southbridge,MA,,0
41189290,Cohasset Golf Club,7640567,1151602,2021,,Cohasset,MA,,0
41191330,Cold Spring Athletic Club,208577,-20923,2022,,Plymouth,MA,,0
41191330,Cold Spring Athletic Club,208577,-20923,2022,,Plymouth,MA,,0
41200600,Concord Academy,52686397,19428197,2021,,Concord,MA,B250,0
41200680,Concord Country Club,6963971,911376,2021,,Concord,MA,,0
41209030,Corinthian Yacht Club,5182272,1263378,2021,,Marblehead,MA,,0
41212036,Cottage Park Yacht Club,1050733,209362,2021,,Winthrop,MA,,0
41212940,Country Club,24115835,4315809,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F041212940_202109_990O_2022082920301316.pdf,Chestnut Hill,MA,,0
41212942,Country Club Of Greenfield,722464,104053,2021,,Greenfield,MA,,0
41212945,Country Club Of New Bedford,3292560,632150,2021,,N Dartmouth,MA,,0
41212950,Country Club Of Pittsfield,3848626,368546,2021,,Pittsfield,MA,,0
41212975,Country Dance Society Boston Centre Inc,108751,38933,2021,,Stoneham,MA,A200,0
41222710,The Cummaquid Golf Club Of Yarmouth And Barnstable Inc,3361650,34822,2021,,Palm Beach,FL,N6A,0
41231655,Dante Club Inc,242217,52341,2021,,W Springfield,MA,,0
41231660,Dante Club Of Somerville,172136,9211,2021,,Somerville,MA,,0
41231965,Jeanne Darc Credit Union,59293841,6929561,2021,,Lowell,MA,,0
41238630,Dedham Country And Polo Club,9937286,1497209,2021,,Dedham,MA,,0
41242419,Veterans Of Foreign Wars Department Of Massachusetts,315220,-138973,2021,,Boston,MA,,0
41261231,Polish National Alliance Of The United States Of Na,127956,-38157,2021,,Dudley,MA,,0
41266650,Duxbury Yacht Club,4927504,753941,2021,,Duxbury,MA,,0
41271260,Eastern Point Yacht Club,1503224,154203,2021,,Gloucester,MA,,0
41271945,Eastern Yacht Club,5347477,-1143651,2021,,Marblehead,MA,,0
41272400,Eastward Ho Country Club Inc,8453262,362127,2021,,Chatham,MA,,0
41278305,Edgartown Golf Club Inc,1088569,-44747,2021,,Edgartown,MA,,0
41278306,Edgartown Reading Room Inc,307888,164989,2021,,Edgartown,MA,,0
41278322,Edgartown Yacht Club Inc,3923626,190979,2022,,Edgartown,MA,,0
41278322,Edgartown Yacht Club Inc,3923626,190979,2022,,Edgartown,MA,,0
41279985,Eel River Beach Club,387730,41754,2021,,Plymouth,MA,,0
41280631,International Longshoremens Association,135078,23359,2021,,Stoneham,MA,,0
41280635,Laborers International Union Of North America,686165,170090,2021,,Taunton,MA,,0
41280658,Laborers International Union Of North America,499572,16461,2021,,Quincy,MA,,0
41282295,International Brotherhood Of Electrical Workers,2904756,-920782,2021,,Springfield,MA,,0
41283495,Benevolent & Protective Order Of Elks Of The Usa,456447,178203,2022,,N Attleboro,MA,,0
41283743,Ellinwood Country Club Inc,595366,5080,2021,,Athol,MA,,0
41286090,Proprietors Of Elmwood Cemetery,206082,58381,2021,,Bradford,MA,,0
41286950,Emerson College,275696398,465063,2021,,Boston,MA,B42,0
41288410,Employers Association Of The Northeast Inc,3473662,520741,2021,,Agawam,MA,S41Z,0
41291915,Essex County Club,8722942,832336,2021,,Manchester,MA,,0
41295345,Evergreen Cemetery Association,390365,70370,2022,,Tyngsboro,MA,,0
41298690,Fall River Country Club,2814170,1124631,2021,,Fall River,MA,,0
41298900,Fall River Municipal Employees Credit Union,6823270,375650,2021,,Fall River,MA,,0
41304140,Fay Club,300540,-18434,2021,,Fitchburg,MA,,0
41305001,Seacoast Nursing And Rehabilitation Center Inc,9283853,-3290829,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F041305001_202109_990_2022082920304955.pdf,Gloucester,MA,E910,0
41335965,Proprietors Of Forest Hills Cemetery,8631428,3402270,2021,,Jamaica Plain,MA,,0
41336160,Forestdale Cemetery Association,714865,259536,2021,,Holyoke,MA,,0
41338411,Laborers International Union Of North America,515480,138563,2021,,Hopkinton,MA,,0
41338415,International Union Of Elevator Constructors,3391979,257961,2021,,Dorchester,MA,,0
41338432,United Association Of Journeymen & Apprentices Of Plumbing & Pipe,1183683,205995,2021,,West Boylston,MA,,0
41338627,Laborers International Union Of North America,1957865,28782,2021,,Tewksbury,MA,J40,0
41339488,Foxboro Cemetery Corporation,216169,9595,2022,,Foxborough,MA,,0
41339488,Foxboro Cemetery Corporation,216169,9595,2022,,Foxborough,MA,,0
41339795,Metrowest Chamber Of Commerce,307554,16635,2021,,Framingham,MA,,0
41339830,Framingham Country Club,6530214,1070371,2021,,Framingham,MA,,0
41339885,Benevolent & Protective Order Of Elks Of The Usa,191065,46570,2022,,Framingham,MA,,0
41342155,Franklin Cemetery Association,84726,24687,2022,,Franklin,MA,,0
41342215,Franklin Country Club Inc,3941922,460550,2021,,Franklin,MA,,0
41342215,Franklin Country Club Inc,3941922,460550,2021,,Franklin,MA,,0
41343705,Fraternal Order Of Eagles,180664,-15583,2021,,Rockland,MA,,0
41343715,Fraternal Order Of Eagles,162682,24452,2022,,Gardner,MA,,0
41343715,Fraternal Order Of Eagles,162682,24452,2022,,Gardner,MA,,0
41343730,Fraternal Order Of Eagles,284760,77945,2022,,Hudson,MA,,0
41343776,Fraternal Order Of Eagles,76693,-74383,2021,,Leominster,MA,,0
41355374,Greater Gardner Chamber Of Commerce,270339,-11311,2021,,Gardner,MA,,0
41360175,Geaa,357462,-15533,2021,,Pittsfield,MA,,0
41369450,International Union Of Painters And Allied Trade,425556,57781,2021,,Roslindale,MA,,0
41369866,Glen Valley Cemetery Association,27718,-20490,2021,,Barre,MA,,0
41371800,Cape Ann Chamber Of Commerce,1064481,153917,2021,,Gloucester,MA,,0
41371952,Benevolent & Protective Order Of Elks Of The Usa,606772,125087,2022,,Gloucester,MA,,0
41383404,Independent Order Of Odd Fellows,33221,677,2021,,Newburyport,MA,,0
41383604,Independent Order Of Odd Fellows,46225,-16714,2021,,Worcester,MA,,0
41383607,Master Wardens And Members Of The Grand Lodge Of Masons In Massachus,2934160,891664,2021,,Boston,MA,,0
41399210,Green River Cemetery Co,155369,98463,2021,,Greenfield,MA,,0
41400370,Franklin County Chamber Of Commerce,245516,-17507,2021,,Greenfield,MA,,0
41400482,Greenfield Health Camp Inc,162420,-1762,2022,,Greenfield,MA,,0
41400482,Greenfield Health Camp Inc,162420,-1762,2022,,Greenfield,MA,,0
41404345,Pueblo Community Health Center Foundation Inc,578564,235197,2021,,Pueblo,CO,E11,0
41418620,Harmony Grove Cemetery,1231444,495043,2021,,Salem,MA,,0
41423320,Harvard Club Of Boston,7044693,-135468,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F041423320_202108_990O_2022080220262597.pdf,Boston,MA,,0
41425590,Hasty Pudding Club The Institute Of 1770,473481,-259068,2021,,Cambridge,MA,A650,0
41426460,Hatherly Country Club,210109,15618,2021,,N Scituate,MA,N51Z,0
41426880,Greater Haverhill Chamber Of Commerce,253508,-86765,2022,,Haverhill,MA,,0
41431170,New England Mechanical Contractors Assn Inc,1016147,134215,2021,,Quincy,MA,,0
41435899,Colonel Crawford Eagles All Sports Boosters Club,166360,18386,2021,,N Robinson,OH,B11,0
41442570,Hingham Yacht Club,1580488,43833,2022,,Hingham,MA,,0
41445210,International Union Of Operating Engineers 4 & Branches,10142557,3237799,2022,,Medway,MA,,0
41448440,Holyhood Cemetery Assoc Deferred,5048608,2140988,2021,,West Roxbury,MA,,0
41448565,Holyoke Canoe Club,237641,92322,2021,,Holyoke,MA,,0
41448660,Holyoke Credit Union,10425579,1515733,2021,,Holyoke,MA,,0
41461321,Club Portuguse Of Hudson Inc,1233738,622483,2021,,Hudson,MA,A23,0
41465684,Benevolent & Protective Order Of Elks Of The Usa,179528,-3264,2022,,Hyannis,MA,,0
41465805,Hyannis Port Civic Association,177639,1607,2021,,Hyannis Port,MA,S80Z,0
41465810,Hyannis Port Club Inc,7143931,1107276,2021,,Hyannis Port,MA,,0
41466033,Master Wardens & Members Of Masons In Mass,126799,65594,2022,,Westwood,MA,,0
41469520,Theatre Owners Of New England Inc,105516,-70764,2021,,Milford,MA,,0
41469520,Theatre Owners Of New England Inc,105516,-70764,2021,,Milford,MA,,0
41469800,Independent Order Of Odd Fellows,28224,-17303,2022,,Beverly,MA,,0
41469800,Independent Order Of Odd Fellows,28224,-17303,2022,,Beverly,MA,,0
41469920,Independent Order Of Odd Fellows,18470,1024,2022,,Walpole,MA,,0
41469920,Independent Order Of Odd Fellows,18470,1024,2022,,Walpole,MA,,0
41470455,Indoor Court Inc,128601,21313,2021,,Wenham,MA,,0
41472000,International Alliance Theatrical Stage Employees & Moving Picture,387060,-217797,2021,,South Boston,MA,A65Z,0
41472020,International Association Of Machinists & Aerospace Workers,324522,12920,2021,,Northborough,MA,,0
41472045,International Association Of Heat & Frost Insulators & Allied Workers,2954704,319127,2021,,Boston,MA,,0
41472071,International Brotherhd   Boilrmkrs Ir Shp Bldrs Blcksmth Frgrs & Hlpr,786037,-135103,2022,,Avon,MA,,0
41472071,International Brotherhd   Boilrmkrs Ir Shp Bldrs Blcksmth Frgrs & Hlpr,786037,-135103,2022,,Avon,MA,,0
41472080,International Brotherhood Of Electrical Workers,18660825,1946961,2021,,Dorchester,MA,,0
41472089,International Brotherhood Of Electrical Workers,913331,39348,2021,,Taunton,MA,,0
41472102,International Brotherhood Of Teamsters,1326224,56086,2021,,New Bedford,MA,,0
41472105,International Brotherhood Of Teamsters,2126251,41589,2021,,South Easton,MA,,0
41472124,International Brotherhood Of Electrical Workers Local 104,11856451,4530048,2021,,Mansfield,MA,,0
41472186,International Brotherhood Of Electrical Workers,1526733,508872,2021,,Worcester,MA,,0
41472460,Laborers International Union Of North America,3973890,603166,2021,,Malden,MA,,0
41472465,Laborers International Union Of North America,1917020,155869,2021,,Dorchester,MA,,0
41472475,Laborers International Union Of North America,1144557,143059,2021,,Waltham,MA,,0
41474710,St Michael Cemetery Corporation,3435807,437836,2021,,Roslindale,MA,,0
41490645,Jubilee Yacht Club Inc,891978,22259,2021,,Beverly,MA,,0
41490645,Jubilee Yacht Club Inc,891978,22259,2021,,Beverly,MA,,0
41503740,Kernwood Country Club,6104777,841893,2021,,Salem,MA,,0
41508245,Kingston Evergreen Cemetery Association,134170,30105,2021,,Kingston,MA,,0
41511080,Knights Of Pythias Of Massachusetts Grand Lodge,113442,71693,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F041511080_202104_990O_2022071820228660.pdf,Stoughton,MA,,0
41511271,Knights Of Columbus,25251,23413,2021,,Peabody,MA,,0
41511517,Knights Templar Of The United States Of America,102829,17426,2022,,Newtonville,MA,,0
41518058,Department Of Massachusetts Vfw Auxiliary Inc,79251,22421,2021,,Fairhaven,MA,W30,0
41518480,Lafayette Naturalization Club Inc,205731,2023,2021,,Amesbury,MA,N50,0
41527920,Merrimack Valley Chamber Of Commerce Inc,702070,24223,2021,,Lawrence,MA,,0
41536030,Lenox Club,486101,147124,2022,,Lenox,MA,,0
41542107,Lexington Chamber Of Commerce,93913,-28946,2021,,Lexington,MA,,0
41542170,Lexington Golf Club,1114639,-21319,2021,,Lexington,MA,,0
41548430,Proprietors Of Linwood Cemetery,2506280,1160760,2021,,Haverhill,MA,,0
41552214,Association Of Ski Defense Attorney,62335,17069,2021,,Saint Michael,MN,W03,0
41554090,Longmeadow Country Club,4759678,-117878,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F041554090_202111_990O_2022071820228547.pdf,Longmeadow,MA,,0
41554115,Longmeadow Golf Club,1937501,267862,2021,,Lowell,MA,,0
41557870,Proprietors Of The Lowell Cemetery,2204026,921291,2021,,Lowell,MA,,0
41558025,Lowell Firefighters Credit Union,812586,74870,2021,,Lowell,MA,W61Z,0
41558334,Lowell Masonic Association Inc,175447,-56200,2021,,Lowell,MA,,0
41558334,Lowell Masonic Association Inc,175447,-56200,2021,,Lowell,MA,,0
41559050,Woburn Lodge No 1214 Loyal Order Of Moose,274592,13813,2022,,Woburn,MA,,0
41559050,Woburn Lodge No 1214 Loyal Order Of Moose,274592,13813,2022,,Woburn,MA,,0
41559120,Greenfield Lodge No 997 Loyal Order Of Moose,116731,-60629,2022,,Greenfield,MA,Y40,0
41559120,Greenfield Lodge No 997 Loyal Order Of Moose,116731,-60629,2022,,Greenfield,MA,Y40,0
41559170,Marlboro Lodge No 1129 Loyal Order Of Moose,146422,35996,2022,,Marlboro,MA,,0
41559170,Marlboro Lodge No 1129 Loyal Order Of Moose,146422,35996,2022,,Marlboro,MA,,0
41559260,Waltham Lodge No 1018 Loyal Order Of Moose,166800,13384,2022,,Waltham,MA,,0
41559260,Waltham Lodge No 1018 Loyal Order Of Moose,166800,13384,2022,,Waltham,MA,,0
41560230,Ludlow Country Club Inc,1193095,185748,2021,,Ludlow,MA,,0
41563520,Chamber Of Commerce Lynn Area,377507,30848,2021,,Lynn,MA,,0
41564245,Lynn Teachers Credit Union,163693,39727,2021,,Lynn,MA,,0
41564245,Lynn Teachers Credit Union,163693,39727,2021,,Lynn,MA,,0
41564300,Lynn Yacht Club Inc,175177,3732,2021,,Lynn,MA,,0
41576400,Manchester Yacht Club,903557,22088,2021,,Manchester,MA,,0
41576940,Maugus Club,343841,161344,2021,,Wellesley,MA,,0
41583964,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,23400,13478,2021,,Northboro,MA,Y42,0
41585740,Marshfield Country Club,5270300,390455,2021,,Marshfield,MA,,0
41589560,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,56965,6844,2021,,Newburyport,MA,,0
41589560,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,56965,6844,2021,,Newburyport,MA,,0
41589560,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,56965,6844,2021,,Newburyport,MA,,0
41589700,Automobile Insurers Bureau Of Massachusetts,12244779,152842,2021,,Boston,MA,,0
41589780,Massachusetts Bankers Association Inc,6144783,786424,2021,,Boston,MA,,0
41589785,Massachusetts Bar Association,4719314,645168,2021,,Boston,MA,,0
41589950,Catholic Association Of Foresters,1060424,306879,2021,,Braintree,MA,,0
41589975,Massachusetts Charitable Society,6543467,6208053,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F041589975_202108_990O_2022080220262376.pdf,Boston,MA,,0
41590115,Ancient Accepted Scottish Rite Of Free Masonry Nmj,479870,-84760,2022,,Boston,MA,,0
41590310,Massachusetts Taxpayers Foundation Inc,1504085,85378,2021,,Boston,MA,W17Z,0
41590626,League Of Women Voters Of Massachusetts,200348,38433,2021,,Boston,MA,R40Z,0
41590893,Massachusetts Package Stores Assn Inc,617302,-320746,2021,,Westborough,MA,,0
41591010,Workers Compensation Rating & Inspection Bureau Of Massachusetts,14107394,1511450,2021,,Boston,MA,,0
41591030,Massachusetts Association Of Realtors Inc,5237756,1057002,2021,,Foxborough,MA,,0
41591041,Mass Restaurant Assn Inc,1227109,-106846,2021,,Westborough,MA,,0
41591060,New England College Of Optometry,30404655,7987177,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F041591060_202106_990_2022071920233330.pdf,Boston,MA,,0
41591143,Massachusetts State Automobile Dealers Association Inc,1111224,-95825,2021,,Boston,MA,,0
41591155,Massachusetts State Grange Patrons Of Husbandry Inc,336859,19886,2021,,Palmer,MA,,0
41591164,Massachusetts Nurses Association,21633251,598159,2021,,Canton,MA,,0
41610326,Melha Shriners,152120,-139897,2020,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F041610326_202012_990O_2022080320268882.pdf,Agawam,MA,,0
