EIN_value,FormAndInfoAndMaterialsTxt,RecipientPersonNm,SubmissionDeadlinesTxt,RestrictionsOnAwardsTxt,OnlyContriToPreselectedInd,CurrentYearGrantAmount
953203014,"APPLICATION SHOULD INDICATE THE HISTORY OF THE ORGANIZATION'S EDUCATIONAL, RELIGIOUS, OR CHARITABLE PURPOSE AND INCLUDE THE PRIMARY AND/OR PURPOSE FOR WHICH THE GRANTS WILL BE USED.",MR MICHAEL DESLER EXECUTIVE DIRECTO,NONE,NONE - PRIMARY CONSIDERATION IS GIVEN TO ORGANIZATIONS PRINCIPALLY SERVING THE EAST BAY AREA OF SAN FRANCISCO.,no,N/A
042275506,APPLICATION LETTER,BOARD OF DIRECTORS,NONE,"LOCATED WITHIN THE GREATER LAWRENCE, MA AREA",no,N/A
953820054,SCHOLARSHIP APPLICATION AS APPROVED BY HIGH SCHOOL,MICHELLE NUNLEY PRINCIPAL,NONE,GRANT SCHOLARSHIPS TO DESERVING STUDENTS ATTENDING PUBLIC SCHOOLS IN THE AREA KNOWN AS TULARE HIGH SCHOOL DISTRICT,no,N/A
650740464,LETTER EXPLAINING CHARITY,ABBEY CHASE PALGON SAME,N/A,N/A,no,N/A
597201643,STANDARD REQUEST,EUGENE G PEEK III,NO DEADLINES,NO RESTRICTIONS,no,N/A
042104142,NO SET FORM OF APPLICATONS. INFORMATION TO BE INCLUDED: 1. APPLICANT IS AN ORGANIZATON WHICH PROVIDES SERVICES OR ASSISTS MALDEN RESIDENTS. 2. APPLICANT IS ON THE INTERNAL REVENUE SERVICE LIST OF EXEMPT CHARITIES. 3. APPLICANT SHOULD DESCRIBE THE SERVICES WHICH IT PROVIDES FOR THE CITY OF MALDEN AND ITS RESIDENTS.,C HENRY KEZER,MARCH 1ST,1. GEOGRAPHIC AREA: MALDEN MASSACHUSETTS 2. TYPE OF INSTITUTIONS: NON-RELIGIOUS ORGANIZATIONS 3. 68.75% OF CONTRIBUTIONS ARE DESIGNATED BY THE GOVERNING INSTRUMENTS.,no,N/A
454100688,WRITTEN REQUEST,TINA DELANEY,GRANTS SHOULD BE SUBMITTED BY JULY 15TH,"GRANTS ARE GIVEN TO ORGANIZATIONS FOR CONSERVATION, COMMUNITY BETTERMENT, EDUCATION, AND HEALTHCARE.",no,N/A
742224591,WRITTEN APPLICATIONS ACCEPTED FROM 501(C)(3) ORGANIZATIONS,AMY EHRMAN,NO SPECIFIC DEADLINES,AWARDS MADE ONLY TO 501(C)(3) ORGANIZATIONS,no,N/A
456780573,NONE,J NACHMAN,NONE,NONE,no,N/A
873822505,CONTACT PROGRAM DIRECTOR,ALEXANDRA WRAGE,NONE,CONTACT PROGRAM DIRECTOR,no,N/A
843031458,Website form at: chancetoshine.net,Matt Gopin,7 31 2023,Geographic and Income requirements,no,N/A
465760468,N/A,LUANN RODRIGUEZ,N/A,N/A,no,N/A
046012150,LETTER DESCRIBING ORGANIZATION AND PROPOSED USE OF FUNDS REQUESTED,THOMAS P JALKUT,NONE,"PAYMENTS ARE TO BE MADE TO CHARITIES IN LOWELL AND LAWRENCE, MASSACHUSETTS UNDER PROVISIONS OF WILL OF HIRAM FRANCIS MILLS",no,N/A
832219814,SUBMIT APPLICATION WHICH IS AVAILABLE ON THE WEBSITE @LKSSCHOLARSHIP.ORG.,LK SHARPF EDUCATIONAL SCHOLARSHIP F,MAY 3,NONE,no,N/A
527046468,THERE IS NO PRESCRIBED FORM. A BRIEF DESCRIPTION OF THE REQUEST WILL BE CONSIDERED FOR ANY NECESSARY FOLLOW-UP INQUIRY.,HASS COMPANY LLC,NONE,NONE,no,N/A
136142024,"THE FOUNDATION HAS AN APPLICATION FORM AND GUIDELINES AVAILABLE ON ITS WEBSITE. GRANTS ARE AWARDED IN QUARTERLY CYCLES - THE DEADLINES FOR EACH QUARTER ARE LISTED ON THE WEBSITE. INFORMATION REQUIRED INCLUDES A DESCRIPTION AND BUDGET OF THE PROJECT, OTHER FUNDING SOURCES, AND THE LATEST AVAILABLE FINANCIAL STATEMENTS FOR THE APPLICANT.",THE WINDHAM FOUNDATION - ATTN MR RO,QUARTERLY ON WEBSITE,"THE WINDHAM FOUNDATION LIMITS ITS GRANTS TO ORGANIZATIONS THAT ARE TAX-EXEMPT ORGANIZATIONS PER THE INTERNAL REVENUE SERVICE. THROUGH ITS GRANT MAKING, THE WINDHAM FOUNDATION SEEKS TO SUPPORT ORGANIZATIONS CONCERNED WITH THE NEEDS AND QUALITY OF LIFE OF VERMONTERS. THOSE ORGANIZATIONS INCLUDE, BUT ARE NOT LIMITED TO, THOSE DEALING WITH: AGRICULTURAL PRESERVATION AND FOOD SYSTEMS; DISADVANTAGED YOUTH; ENVIRONMENTAL ENHANCEMENT; EDUCATION IN THE BROADER SENSE; PROMOTION OF THE ARTS, CRAFTS AND VERMONT TRADITIONS; MEETING BASIC HUMAN NEEDS; HISTORIC PRESERVATION WHERE IT SERVES A BROADER COMMUNITY PURPOSE; NATURAL LANDSCAPE PRESERVATION AND RECREATION.",no,N/A
473087617,N/A,STEPHEN IMPERATO,,,no,N/A
833108730,LETTER STATING ACTIVITIES AND PURPOSE OF GRANT,YEDE WEISS,NONE,NONE,no,N/A
201025764,"Applicants must be a graduate of the Livermore Valley Joint Unified School District and meet minimum GPA requirements. The Pedrozzi Scholarship Foundation uses an electronic application process that requires all applications to be completed online. No other applications are accepted.In addition to the application, the required officialtranscript (see below) must be postmarked or received electronically on orbefore March 8, 2022Mailing Address: 1141 Catalina Drive, #170, Livermore, CA94550Electronic Transcripts email address: Transcript@Pedrozzi.orgABOUT OUR SELECTION PROCESS:The Pedrozzi Scholarship selection process is anonymous.All eligible applications are grouped based on scholarshiptype (community college, technical/vocational school,undergraduate, and graduate school) and are then reviewedand scored anonymously by a minimum of three reviewers.TRANSCRIPT REQUIREMENTS:Current High School Students: An official highschool transcript including the first trimester grades ofyour senior",NA,"March 8, 2022 for the 2022 selection",Awards are based upon college term. Awards are limited inamounts for various institutions.,no,N/A
845169548,None,Benicia Curtis,None,,no,N/A
366055012,AVAILABLE UPON REQUEST,DOUGLAS ROSS,AVAILABLE UPON REQUEST,AVAILABLE UPON REQUEST,no,N/A
367207753,NO FORMAL APPLICATION REQUIRED,TIMOTHY QUINN,NONE,NONE,no,N/A
204661352,N/A,BRYAN KEARNEY,N/A,NONE,no,N/A
201860605,SEE ATTACHED,SEE ATTACHED,SEE ATTACHED,SEE ATTACHED,no,N/A
854333771,WRITTEN OR EMAILED,ELLEN DAILEY,NONE,NONE,no,N/A
853141203,COMPLETE INFORMATION AND MATERIAL RELATING TO REQUEST,JOSEPH MANOFSKY,NO,NONE,no,N/A
824180724,NO REQUIRED FORMAT,CAROLYN GRANT,NO CURRENT DEADLINE,NO CURRENT RESTRICTIONS,no,N/A
860186064,"GO TO THE LEGACY FOUNDATION OF SOUTHEAST ARIZONA'S WEBSITE AT WWW.LFSAZ.ORG. SELECT GRANT INFORMATION AND THEN SELECT APPLY NOW WITHIN THE GRANT CYCLE FOR WHICH YOU ARE APPLYING. IF YOUR ORGANIZATION HAS A LEGACY FOUNDATION PROFILE, YOU WILL LOG IN WITH YOUR CREDENTIALS. IF YOUR ORGANIZATION NEEDS TO BE REGISTERED, CLICK ON CREATE NEW ACCOUNT TO CREATE A PROFILE FOR YOUR ORGANIZATION. ONCE YOU ARE REGISTERED, YOU MAY BEGIN THE LOI PROCESS. FOR ASSISTANCE WITH TECHNICAL QUESTIONS REGARDING THE ONLINE REGISTRATION AND APPLICATION, PLEASE CONTACT BECKY.SMYTH@LFSAZ.ORG OR 520-335-6015.",MARGARET HEPBURN,SUBMISSION DEADLINES FOR EACH GRANT AREA CAN BE FOUND AT WWW.LFSAZ.ORG.,"GRANTS ARE AWARDED TO ARIZONA 501(C)(3) ORGANIZATIONS, GOVERNMENT ENTITIES, AND OTHER TAX-EXEMPT CHARITABLE, EDUCATIONAL OR RELIEF ORGANIZATIONS HAVING A CLEAR AND EVIDENT RELATION TO PROMOTING POPULATION HEALTH AND COMMUNITY WELLNESS IN SOUTHEAST ARIZONA. ORGANIZATIONS MUST DEMONSTRATE A NON-DISCRIMINATION POLICY REGARDING STAFF, EMPLOYMENT, GOVERNING BOARD AND VOLUNTEERS BASED ON RACE, COLOR, RELIGION, SEX, AGE, DISABILITY, VETERAN STATUS, NATIONAL ORIGIN OR OTHER CHARACTERISTIC PROTECTED BY LAW. ALL GRANTS MUST PROVIDE A DIRECT, CLEAR AND WELL-ARTICULATED BENEFIT TO THE HEALTH AND WELLNESS OF SOUTHEAST ARIZONA. NO GRANTS MAY BE MADE THAT WILL FUND POLITICAL ACTIVITIES OR LABOR ORGANIZATIONS. APPLICANTS MUST BE ABLE TO DOCUMENT THEIR FINANCIAL VIABILITY AND MUST BE IN GOOD STANDING WITH THE IRS AT THE TIME OF REVIEW.",no,N/A
432024028,N/A,JOSH GEIB CPA,,,no,N/A
871363987,N/A,LITTLE ART HOUSE FOUNDATION,N/A,N/A,no,N/A
526040809,EMAIL FOR INFORMATION,RICHARD RUPRECHT,CONTACT FOR DEADLINES,CONTACT FOR INFORMATION,no,N/A
136178550,LETTER OF RECOMENDATION,MT VERNON HIGH SCHOOL,MAY 31 2020,CITY OF MOUNT VERNON RESIDENCY,no,N/A
232586851,LETTER,MARK RUBIN,NONE,NONE,no,N/A
830925065,N/A,South City Investment Corp,N/A,N/A,no,N/A
920155519,"CAREER/WORK ENHANCEMENT SCHOLARSHIP APPLICATION - THE PURPOSE FOR THIS SCHOLARSHIP IS TO PROVIDE ASSISTANCE TO SHAREHOLDERS WHO WISH TO ENHANCE THEIR EMPLOYABILITY. ENHANCEMENT CAN BE FOR THE PURPOSE OF GAINING KNOWLEDGE OR SKILLS TO GET A JOB, CHANGE JOBS, OR FOR ENHANCING SKILLS IN A CURRENT JOB. EDUCATION SCHOLARSHIP APPLICATION - FOR THIS SCHOLARSHIP, ELIGIBLE INDIVIDUALS INCLUDE ANY CHOGGIUNG LIMITED SHAREHOLDER ENROLLED FULL-TIME IN A QUALIFYING POST-SECONDARY EDUCATIONAL INSTITUTION. THE SELECTION OF SUCCESSFUL APPLICANTS ARE DETERMINED BASED UPON SEVERAL FACTORS INCLUDING BUT NOT LIMITED TO PRIOR ACADEMIC PERFORMANCE, PERFORMANCE ON TESTS, RECOMMENDATIONS FROM INSTRUCTORS, AND APPLICANTS' CHARACTER AND MOTIVATION. BOTH OF THESE APPLICATIONS ARE AVAILABLE UPON REQUEST.",CHOGGIUNG EDUCATIONAL ENDOWMENT FDN,MAY 1,"SHAREHOLDERS AND DESCENDANTS OF SHAREHOLDERS OF CHOGGIUNG LIMITED, THE DILLINGHAM NATIVE CORPORATION FORMED UNDER THE ALASKA NATIVE CLAIMS SETTLEMENT ACT.",no,N/A
943220486,N/A,JIM JOHNSON,N/A N/A,N/A,no,N/A
843106059,NO PREPRINTED FORM,MATTHEW COLOSINO,NONE,ORGANIZATION MUST BE A 501(C)(3).,no,N/A
743204748,By letter explaining circumstances,James F Warren Esq,None,None,no,N/A
943089624,APPLICATION FORM,DOYON FOUNDATION,"MARCH 15, JUNE 15, SEPTEMBER 15, NOVEMBER 15",SHAREHOLDERS OF DOYON LIMITED AND LINEAL DESCENDANTS ARE THE PERMITTED BENEFICIARIES,no,N/A
046011097,ONLINE ONLY www.bankofamerica.com/philanthropic/search-for-grants/,ONLINE APPLICATION,www.bankofamerica.com/philanthropic/search-for-grants/,WWW.BANKOFAMERICA.COM/GRANTMAKING,no,N/A
202016795,N/A,INDIA E KEITH,N/A,N/A,no,N/A
841524099,"MODIFIED COMMON GRANT APPLICATION, ANNUAL BUDGET, AUDIT, ANNUAL REPORT.",IRENE LOPEZ-WESSELL,NO UNSOLICITED PROPOSALS WERE ACCEPTED. THE FOUNDATION SOLICITED PROPOSALS FOR FUNDING IN THIS YEAR.,"STATE OF COLORADO, CHARITABLE FIELDS: CHILDREN, YOUTH WITH MENTAL HEALTH ISSUES, ELDERS, HIV\AIDS, REFUGEES.",no,N/A
366093350,LETTER OF APPLICATION IS SUFFICIENT,MURRAY MANASTER,NONE,NONE,no,N/A
814859453,IN WRITING INLCUDING CHARITABLE PURPOSE OF APPLICANT,FRANK AND LONI BUCK,NONE,NONE,no,N/A
436223957,LETTER FORMAT,ANTHONY TWYMAN - CO BANK OF AMERIC,VARIOUS TIMES DURING THE YEAR,ONLY TO ORGANIZATIONS DESCRIBED IN SECTIONS 170 (c) AND 2055 OF THE INTERNAL REVENUE CODE,no,N/A
920177106,PROOF OF KETCIKAN RESIDENCY WHILE ATTENDING AND GRADUATING FROM HIGH SCHOOL. RESUME AND PROGRAM DESIRED QUALIFYING AS MARITIME STUDIES.,RALPH MIRSKY,NONE,"INDIVIDUALS MUST BE GRADUATES OF A KETCHIKAN, ALASKA HIGH SCHOOL PROGRAM, A KETCHIKAN RESIDENT AT THAT TIME & STUDYING TO BECOME A PART OF THE MARITIME INDUSTRY.",no,N/A
366086624,THERE IS NO STANDARD APPLICATION FORM. SUBMIT A LETTER REQUESTING CONTRIBUTION WITH A COPY OF IRS SEC. 501(C)(3) DETERMINATION.,PAUL KATZ,NO SPECIFIC DEADLINES EXIST.,"ORGANIZATIONS MUST BE EDUCATIONAL, RELIGIOUS OR CHARITABLE AS DEFINED UNDER IRC SECTION 170(C).",no,N/A
206309863,WRITTEN APPLICATIONS,ROBERT KAHN AND DAVID VALENTINE,NONE,"PROJECTS, ACTIVITIES AND SERVICES RELATED TO GAY AND LESBIAN HEALTH CARE ISSUES, INCLUDING BUT NOT LIMITED TO, FUNDING FOR AIDS RESEARCH, HEALTH CARE, EDUCATION AND SUPPORT.",no,N/A
363137264,APPLICATIONS SHOULD INCLUDE A DESCRIPTION OF THE PROJECT TO BE CONSIDERED AND A PROPOSED PROJECT BUDGET.,DAVID RUTTENBERG,NONE,RESTRICTED TO PROJECTS RELATED TO THE FINE ARTS.,no,N/A
911697666,N/A,JOSEPH WINKLER CPA CFP BRISTLECONE,NONE,"FINANCIAL SUPPORT IS GIVEN TO 501(C)(3) ORGANIZATIONS WITH EMPHASIS ON THOSE INVOLVED IN PROTECTING THE ENVIRONMENT, OR INVOLVED IN HEATH-CARE, MEDICAL FIELDS & MEDICAL RESEARCH.",no,N/A
203309379,"APPLICATION SHALL BE WRITTEN, OUTLINING PURPOSE FOR WHICH FUNDS WILL BE USED",CO WELLS FARGO,APRIL 30 AND OCTOBER 31,"ORGANIZATION MUST BE A 501C3, CHARITABLE,SCIENCTIFIC, LITERARY OR EDUCATIONAL ORGANIZATION",no,N/A
237028896,NO SPECIFIC FORM,JACK SCHENKER,NO SUBMISSION DEADLINES,NO RESTRICTIONS OR LIMITATIONS,no,N/A
810860047,N/A,K PRESCOTT LOW,N/A,N/A,no,N/A
208574331,NO REQUIRED FORM,STEPHEN WONG,NONE,NONE,no,N/A
331045278,N/A,NA,,,no,N/A
822744717,GRANT APPLICATION FORM,THE DALE H AND JEANE V SMART FOUNDA,NONE,NONE,no,N/A
066154532,SEE ATTACHED STATEMENT,Dr Anne Zartarian Head of Committ,SEE ATTACHED STATEMENT,SEE ATTACHED STATEMENT,no,N/A
010532830,NO PARTICULAR FORM,REBEKAH BRIDGES,NONE,A SENIOR AT BREWER HIGH SCHOOL IN MAINE SEEKING ADVANCED STUDY IN THE PURSUIT OF A CAREER IN SECONDARY EDUCATION OR A THIRD OR FOUTH YEAR STUDENT AT THE UNIVERSITY OF MAINE PURSUING A CAREER IN SECONDARY EDUCATION.,no,N/A
363209605,LETTER STATING PURPOSES FOR FUNDS REQUESTED; DETAILS REGARDING PURPOSES OF ORGANIZATION; SUBMIT ADEQUATE PROOF OF TAX EXEMPT STATUS.,GERALD FREEDMAN,N/A,N/A,no,N/A
136208704,"WRITTEN APPLICATIONS ONLY, INCLUDING FULL DETAIL",MRS SUSAN M BERSON,NONE,"PUBLIC OPERATING INSTITUTIONS: NPF/NPO-MEDICAL RESEARCH, YOUTH OUTREACH, ETC.",no,N/A
876459958,Letter Include charitable entity Explain purpose or need date,CARMEN CENTANNI,None,Greater Cleveland OH unless disaster relief or hospital request,no,N/A
341018779,ALL REQUESTS SHOULD BE MADE IN WRITING AND INCLUDE THE REASON OR PURPOSE FOR THE CONTRIBUTION REQUESTED AND WHETHER OR NOT THE ORGANIZATION IS A 501(C)(3) ORGANIZATION.,THE BONNE BELL FAMILY FOUNDATION,OPEN,OPEN,no,N/A
237215349,STUDENTS WHO ARE IN NEED OF FINANCIAL ASSISTANCE FOR COLLEGE CAN APPLY TO THE SCHOLARSHIP PROGRAM,MARILYN PHILLIPS,MARCH 1,"AWARD VALUED AT $1,000 PER YEAR FOR SPECIFIC COLLEGE DEGREE PANTHS.",no,N/A
060646564,APPLICATIONS SHOULD INCLUDE BROCHURE OR OTHER HANDOUT DESCRIBING THE ORGANIZATION AND AN AUDIT OR STATEMENT OF INCOME AND EXPENSE APPLICATION SHOULD CONCISELY DESCRIBE THE PROGRAM FOR WHICH YOU ARE REQUESTING FUNDING.,PHYLLIS MARSILIUS,SEPTEMBER 15,GRANTS ARE AWARDED IN OCTOBER TO NON-PROFIT ORGANIZATIONS FOR PROGRAMS,no,N/A
833562129,SEE WEBSITE AT WWW.JOURNEYTHROUGHBEREAVEMENT.ORG,BRITTNEY W BOTTOMS,,,no,N/A
351844880,AVAILABLE ON WEBSITE,BETHANY LUTHERAN CHURCH OF LAPORTE,NONE,NONE,no,N/A
436056850,"THE FOUNDATION REQUIRES APPLICANTS TO COMPLETE A FORMAL APPLICATION FORM WHICH INCLUDES NAME, GRADES, ACTIVITIES, FINANCIAL NEEDS, REFERENCES, LEADERSHIP, AND CHARATER INFORMATION.",KAYE WORTHINGTON,BEGINNING OF MARCH OF THE YEAR PRECEDING THE ACADEMIC YEAR FOR WHICH THE SCHOLARSHIP IS SOUGHT.,"APPLICANT MUST OBTAIN A HIGH SCHOOL DIPLOMA BY THE TIME CLASSES ARE TO COMMENCE AT COLLEGE. APPLICANT MUST BE A RESIDENT OF LAFAYETT COUNTY, MO AT THE TIME OF APPLICATION. APPLICANT MUST NOT BE A PARENT, SPOUSE, LINEAL DESCENDENT OR SPOUSE OF A LINEAL DESCENDENT OF INDIVIDUALS WHO ARE SUBSTANTIAL CONTRIBUTORS TO THE FOUNDATION, OF THE FOUNDATION MANAGER, OR OF MEMBERS OF THE SELECTION COMMITTEE OF THE FOUNDATION AT THE TIME THE SCHOLARSHIP IS GRANTED.",no,N/A
201213382,LETTER,ADELE S MERCK,NONE,NONE,no,N/A
251870505,NO SPECIFIC FORM IS NECESSARY,MARY DOLAN,NO SPECIFIC DEADLINES ESTABLISHED,NO RESTRICTIONS OR LIMITATION OTHER THAN FUNDS AVAILABLE,no,N/A
956047557,"WRITTEN REQUEST, CHARITABLE PURPOSE",NAOMI MUSTARI,NONE,NONE,no,N/A
272571984,THE APPLICATION IS LOCATED ON THE ORGANIZATION'S WEBSITE AT HTTP://WWW.SLINGSHOT-FOUNDATION.ORG/APPLY/FILL-OUT- FORM.ASPX. THE APPLICANTS 501(C)(3) CERTIFICATION AS WELL AS A COPY OF THE MOST RECENT ANNUAL AUDITED FINANCIAL STATEMENTS SHOULD BE ATTACHED TO THE APPLICATION.,KATY GOODMAN,THE GRANT APPLICATION IS DUE DECEMBER 31.,"IN ORDER TO RECEIVE FUNDS, THE ORGANIZATIONS MUST 1) WORK IN THE ISSUE AREA OF EDUCATION, 2) BE LOCALLY BASED IN DALLAS COUNTY OR TRAVIS COUNTY AND SERVE PRIMARILY THE LOCAL AREA, 3) BE A CERTIFIED 501(C)(3) ORGANIZATION, 4) BE ABLE TO PROVIDE INDEPENDENTLY AUDITED ANNUAL FINANCIAL STATEMENTS, AND 5) SUBMIT ALL REQUESTS IN WRITING.",no,N/A
046589692,WRITTEN APPLICATION,BANK OF AMERICA CO MARIA BOTELHO,APRIL 11TH,"SCHOLARSHIP AWARDED TO STUDENTS WHO RESIDE IN KINGSTON, MA",no,N/A
371989171,"Name, address, amount requested, description of project, contact person.",Tony Pleasant,Applications will be due in February and grants will be awarded in March.,"The recipient must use the award to benefit the general public in Crawford County, Illinois.",no,N/A
133446203,A DESCRIPTION OF THE ACTIVITIES AND CHARITABLE BENEFITS,MICHAEL ALON,NONE,NONE,no,N/A
222589632,SEE ATTACHED STATEMENT,SUSAN MONSON,N/A,SEE ATTACHED STATEMENT,no,N/A
770138294,APPLICATIONS SHOULD BE SUBMITTED IN WRITING,NATASHA HUNT,2/15 (WITHOUT EXTENSION) FOR FISCAL YEAR ENDING 9/30,GIFTS ARE MADE TO ANY ORGANIZATION WITH EXEMPTION STATUS FROM FEDERAL AND STATE GOVERNMENT.,no,N/A
200200738,No predetermined forms or materials.,John Michael WIlliams,Anytime,Within 50 United States,no,N/A
046013647,SCHOLARSHIP APPLICATION,PIHS GUIDANCE OFFICE,"APRIL 30, 2021",OPEN ON A COMPETITIVE BASIS TO ALL PRESQUE ISLE HIGH SCHOOL GRADUATES WHO ARE RESIDENTS OF PRESQUE ISLE.,no,N/A
546088063,FORMS ARE AVAILABLE AT WWW.CSASCHOLARS.ORG,CSA WELLS FARGO ACCTS,POST MARK BY FEBRUARY 6TH - ANNUALLY,SEE GENERAL EXPLANATION #1,no,N/A
113483759,LETTERS OF RECOMMENDATIONS AND DESCRIPTIONS OF ACTIVITIES,RAPHAEL GROSSMAN,NONE,NONE,no,N/A
853483291,N/A,QUOTA CLUB OF RUSTON INC,N/A,N/A,no,N/A
481061565,"AN APPLICATION FORM IS COMPLETED BY THE APPLICANT. THE APPLICATION MUST INCLUDE 1. A TRANSCRIPT FROM THE REGISTRAR'S OFFICE SHOWING GOOD ACADEMIC STANDING WHICH IS A 3.0 GPA OR ABOVE AT THE END OF EACH ACADEMIC YEAR, 2. STUDENT OF ART AND/OR DRAMA/THEATRE ARTS AS A MAJOR OR MINOR, AND 3. A RECOMMENDATION FROM THE CHAIR OF THE ART OR THEATRE ARTS DEPARTMENT.",SISTER HELEN MUETING,THE ANNUAL DEADLINE IS JUNE 1ST FOR SCHOLARSHIPS BEGINNING WITH THE FALL SEMESTER AND CONTINUING INT,"THE SCHOLARSHIPS ARE FOR ART AND DRAMA STUDENTS. THE FUNDS ARE ALSO USED FOR INDEPENDENT STUDY OR WORK IN THE FIELD OF ART/DRAMA, INCLUDING ENRICHMENT OPPORTUNITIES FOR INDIVIDUALS OR GROUPS IN ART/DRAMA.",no,N/A
756013973,"PROVIDE THE FOLLOWING: NAME, ADDRESS, AND PURPOSE OF ORGANIZATION CONTACT PERSON AND PHONE NUMBER AMOUNT AND PURPOSE OF REQUEST LIST OF BOARD MEMBERS CHARITABLE STATUS OF ORGANIZATION",HAPPY STATE BANK TRUST DEPARTMENT,SEPTEMBER 30TH,HEALTH CARE RELATED,no,N/A
204004868,MAIL,CRAIG POULOS,NO,NO,no,N/A
346513748,GRANT REQUEST ARE SENT TO THE ATTENTION OF TRUSTEE LISTED IN LINE 2A,WILLIAM DUNNE SAAL,NONE,NONE,no,N/A
742418070,FORMS MAY BE OBTAINED FROM THE ABOVE NAMED PERSON.,BANK OF AMERICA TEXAS TRUST DIVISIO,NONE,"FOR CHARITABLE, EDUCATIONAL, OR SCIENTIFIC PURPOSES WITHIN THE MEANING OF SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE OF 1986.",no,N/A
942738016,APPLICANTS MUST SUBMIT A LETTER REQUESTING GRANTS.,DENNIS OR RON PETERS,NONE,NONE,no,N/A
346526087,N/A,KATHERINE WOLK,N/A,N/A,no,N/A
452448942,LETTER/RECEIPT NEWSPAPER CLIPPINGS/REASON FOR REQUEST,KEN SIMARD,NONE,NONE,no,N/A
201326428,REQUESTS SHOULD BE MADE IN WRITING,ROBERT F COOPER,THERE ARE NO DEADLINES,NONE,no,N/A
061745995,THE APPLICATION SHOULD BE MAILED. INCLUDE THE PURPOSE OF THE PROGRAM AND THE AMOUNT REQUESTED.,JENNIFER COREY,NONE,NONE,no,N/A
854229235,1023-EZ,Institute of Human Geography,NA,NA,no,N/A
256185275,LETTER TO FIRST COMMONWEALTH BANK REQUESTING DISTRIBUTION,FIRST COMMONWEALTH BANK,DECEMBER 1ST,FUNDS MUST BE USED FOR EDUCATIONAL PURPOSES,no,N/A
656282105,"SUBMIT APPLICATION ON ORGANIZATION LETTERHEAD WITH COPY OF FORM 1023, APPLICATION AND ACCEPTANCE OF EXEMPT STATUS FROM IRS, AND ANNUAL REPORT.",JOSEPH WARNER,NONE,NONE,no,N/A
856810971,ANY,STEPHEN C BECK,NONE,PER SCHOLARSHIP AND GRANT COMMITTE GUIDELINES,no,N/A
756496915,NONE,KONNIE DARROW CO JP MORGAN CHASE,NONE,ORGANIZATIONS PROVIDING WOMEN'S AND CHILDREN'S SERVICES IN TARRANT COUNTY RECEIVE FIRST PRIORITY,no,N/A
472054726,NA,SANDEEP KISHORE,NA,NA,no,N/A
996003248,SEE STATEMENT A,BANK OF HAWAII TRUSTEE,SEE STATEMENT A,SEE STATEMENT A,no,N/A
043466669,REQUEST LETTER,BRUCE HEGER,NONE,NONE,no,N/A
383415066,NO SPECIFIC APPLICATION REQUIRED,JAMES H HAAS,NONE,NONE,no,N/A
363454677,Letter format,Diane Hansen,na,na,no,N/A
226347842,See attached document Eligibility Requirements and Instructions,Laurie Carter,April 15th,"Provides scholarship awards for students of the Jewish faith who are graduating from Atlantic City High School in Atlantic City, NJ",no,N/A
810836352,"WRITTEN REQUEST BY A QUALIFIED ORGANIZATION UNDER SECTION 201(c)(3) WHICH ARE DEDUCTIBLE UNDER EACH OF THE SECTION 170(b)(1)(A), 170(c), 2055 AND 2522 OF THE CODE SECTION",FOUNDATION OFFICE AT FIFTH THIRD BA,N/A,"GRANTS FOR ORGANIZATIONS THAT ARE IMPROVING, BENEFITTING, AND ADVANCING LONG-TERM NEEDS OF MANKIND THROUGH ENDEAVORS IN SCIENTIFIC DISCIPLINE",no,N/A
046035480,NO SPECIFIC REQUIREMENT,JUDITH MULDOON,NO SPECIFIC REQUIREMENT,"LIMITED TO RESIDENTS OF, OR THOSE EMPLOYED WITHIN, SHERBORN, MASS",no,N/A
943124662,"BY LETTER, PROVIDING EVIDENCE OF CHARITABLE STATUS OR DEMONSTRATING FINANCIAL NEED, ACADEMIC ACHEIVEMENT AND RECOMMENDATION BY PRINCIPAL, TEACHER, YOUTH PROGRAM OR CIVIC LEADER.",THE HELSTROM FOUNDATION,NONE,"AWARDS WILL BE GRANTED TO CANDIDATES SELECTED FROM PUBLIC PAROCHIAL AND OTHER PRIVATE ELEMENTARY, SECONDARY, AND POST SECONDARY SCHOOLS IN THE U.S. WHO HAVE DEMONSTRATED ACADEMIC SUCCESS, SOCIAL RESPONSIBILITY AND FINANCIAL NEED.",no,N/A
651304827,CONTACT THE CHURCH,DEACON RAY HAMILTON,NONE,MUST BE NEEDY,no,N/A
581641919,APPLICATION MUST BE IN WRITING,LARRY BENNETT,NONE,NONE,no,N/A
066368216,"Oral or Written requests to include applicants name, branch of service, military status, duty station of sponsor with description of need",Ida Ransom,"No, accept all submissions","Sponsor Must be Navy, Marine, or Coast Guard who Sails out of the Port of New London CT active duty or retired",no,N/A
814770533,TELEPHONE OR MAIL SOLICITATION,JACOB KARMEL,NO DEADLINES,NO RESTRICTIONS,no,N/A
223770544,N/A,Michael Gordon,,,no,N/A
756036145,NO SET FORMAT REQUIRED,BARBARA C WEBBER,NONE,"RELIGIOUS, EDUCATIONAL AND CULTURAL PREFERRED",no,N/A
043766399,Will advise upon request.,Robert Rottenberg,Will advise upon request.,Based upon the individual circumstances of each situation.,no,N/A
